제목,카테고리1,카테고리2,카테고리3,지역명,시군구명,개요
홍천가든,음식,음식점,한식,강원도,홍천군,"홍천 자동차운전면허 학원 입구에 위치한 한우전문 식당으로 넓은 부지 위에 아름드리 노송과 함께 독특한 구조의 가든 건물로서 실내는 깔끔하면서 깨끗하게 꾸며져 있으며 비스듬하게 설치된 통유리 창문을 통한 시골 풍경을 고스란히 담고 있어 음식의 맛과 멋을 한층 더 해준다. 홍천군 브랜드 경매가 된 “늘푸름"" 고기를 취급하는 업소로서, 홍천지역에서 자란 한우와 돼지를 참나무숯으로 구워낸 고기는 굉장히 연하고 부드러워 입안에서 살살 녹아 그 맛이 일품이다. 또한 홍천의 유명한 상품인 홍천  감자떡과 수라쌀 맛을 볼 수 있다."
양지말화로구이,음식,음식점,한식,강원도,홍천군,"서울에서 양평을 지나 속초 방면으로 30여분 정도 가다 홍천 시내 못 미쳐서 길 오른편에 위치한 이 집은 18년째 화로구이 집을 운영하고 있는 소문난 집이다. 화로구이 맛의 비결인 고추장 양념은 15가지의 각종 야채를 갈아 고추장과 재래식된장, 벌꿀을 적당한 비율로 섞어 충분히 재워 만드는데, 이것을 육질이 연하고 부드러운 돼지에 버무려 참나무숯을 넣은 옛날 무쇠 화로에 구워 먹으면 돼지 고기 특유의 냄새도 나지 않을 뿐 아니라 깔끔하고 고소한 맛이 일품이다.이밖에 담백하고 쫄깃한 면발에 갖은 양념을 한 막국수 또한 별미이다.주변에 대명 스키장, 홍천 온천, 홍천강 유원지, 팔봉산 등이 있어 여행길에 가볼만한 별미 집이다."
큰집가마솥설렁탕,음식,음식점,한식,강원도,홍천군,홍천 터미널 건너편에 위치한 설렁탕 전문식당으로 입구에 붙어있는 큰 간판이 있어 찾기에 편리하며 전통적인 한옥구조 식당으로 식당 앞에는 대형 가마솥이 2대가 얹어져 있으며 이 솥에서는 사골뼈를 12시간 이상을 계속 끓인후 끓인 곰국을 식당 안에 있는 솥에 다시 6시간 이상을 더 끓여 사용하고 냉면의 육수에도 이용한다. 설렁탕은 구수하고 담백하여 인기가 많으며 함께 나오는 배추김치의 톡 쏘는 맛은 설렁탕과 잘 어울린다.
장미산장,음식,음식점,한식,강원도,횡성군,"장미산장이 자랑하는 음식은 횡성한우와 곤드레밥이다. 장미산장이 위치한 횡성군은 맑은 공기, 깨끗한 물등 해발 500M에 위치한 좋은 주위환경 때문에 옛부터 최고 품질을 자랑하는 명품한우의 고장으로 유명하다.  참숫으로 익혀먹는 생갈비, 양념갈비, 꽃등심등 진짜 한우고기맛을 맛볼 수 있고 특히 적당한 연령의 암소만을 사용하기 때문에 똑같은 맛이 유지된다. 곤드레나물은 강원도 정선군일대에서 많이나는 산나물이며 횡성군에서도 채취가 가능하다. 장미산장에서는 무쇠솥에 들기름을 넣고 즉석에서 지어 내어 양념간장에 비벼먹는데 다른지방에서 맛볼 수 없는 별미 향토음식이다."
명동부대찌개 명동황기족발,음식,음식점,한식,서울,중구,"명동 유네스코 회관 건너편 TNGT와 버거킹 사이의 골목길 오른쪽 코너 안에 위치한다. 부대찌개란 햄과 소시지를 썰어 넣고 파, 마늘, 양념 고추장 그리고 잘 익은 우리 김치로 얼큰한 국물 맛을 내는 서민들이 부담없이 즐길 수 있는 음식 중의 하나이다.  ""부대찌개""와 ""생삼겹살""이 전문인 이 집은 질 좋은 재료만을 사용한다고 한다. 1층과 2층의 넒은 공간을 갖추고 있어 각종 모임과 회식은 물론 외국인과의 식사장소로도 손색이 없다."
금강산,음식,음식점,한식,충청남도,당진시,"삽교호 관광단지는 아산만 방조제와 함께 전부터 많은 사람들이 찾아오는 관광명소이며 서해 대교의 개통과 함께 더 많은 관광객이 찾아 온다. 또한 이곳은 해상 공원과 수산물 판매점이 좋은 볼거리이며, 횟집들이 즐비한 지역인데, 진입로에 위치한 금강산은 숯불 갈비와 냉면을 전문으로 하는 이 지역 유일한 한식당이다. 외관의 규모로 보아도 훌륭하고 내부도 청결하며 실내 장식이 잘되어 있는 이 음식점은 수원 왕갈비맛을 제맛 나게 먹을 수 있고, 양이 어느집보다 푸짐한곳이다. 후식으로 나오는 메밀냉면은 직접 반죽하여, 시원하면서도 담백한 맛을 낸다."
전통식당,음식,음식점,한식,전라남도,담양군,"전통식당의 한정식은 장아찌, 나물, 굴비, 삼합 등 상에 올라오는 반찬이 30여 가지 가까이 되는 것으로 유명하다. 하나 하나 자리만 차지하는 반찬들이 아니라 보리굴비, 떡갈비, 삼합, 각종 나물과 장조림까지 맛스러운 찬거리들이 다양하게 올라온다. 또한 코스형식이 아닌 모든 음식을 한 상에 모두 올려서 한꺼번에 먹는 '한상차림' 형식으로 차려져서 '상다리가 부러지겠다'라는 말을 실감할 수 있다.  "
노들강변,음식,음식점,서양식,전라남도,담양군,"연천 가사문학관을 지나고 화순 온천 방향 1km 지나 좌측에 위치해 있는 전통레스토랑으로, 깊고 푸른 광주호와 어머님 치마자락처럼 포근한 병풍산이 반기는 기슭 아래 연천리 노들강변이 자리잡고 았다. 아름다운 정경과 넓은 주차공간을 가지고 있으며, 우리 농촌의 서정적인 산, 들, 강변을 소재로 한 그림등을 실내에서 감상할 수 있다. 감미롭고 정겨운 음악과 신속한고 친절한 서비스, 깨끗함에서 뭍어나 오는 순수함을 느낄 수 있는 곳이다. 실내에는 시원한 느낌을 주는 목재와 물레방아를 통한 한국적인 인테리가 되어 있다, 다양하게 나오는 맛깔스러운 음식과, 전통차, 음료, 주류(칵테일),  식사를 하면서 생음악을 즐길 수 있어 다른 레스토랑과의 차별성을 느낄 수 있다."
변산온천산장,음식,음식점,한식,전라북도,부안군,"변산온천산장은 바지락죽을 개발한 집이다. 바지락죽은 부안 연안에서 채취한 바지락을 깨끗이 씻어 인삼과 녹두쌀을 넣고 끓인 죽으로 숙취해소, 간에 좋으며 어린 아이부터 노인까지 보양식으로 좋다. 변산온천산장의 바지락 죽은 맛도 매우 담백하며 고소하기도 한 맛이면서 매우 독특하다."
수협횟집,음식,음식점,한식,전라북도,부안군,"수협횟집은 격포항내에 위치해 있으며 채석강과 항구를 바라보며 식사를 할 수 있다. 칠산 앞바다의 청정해역에서 잡아올린 활어회를 취급하고 있으며, 봄에는 쭈꾸미와 갑오징어, 가을에는 전어가 있다. 주인이 직접 잡아 신선하고 푸짐한 요리가 제공된다. 자연산활어를 전문적으로 취급하고 있고 격포수협중매인 10호직영점이다. "
선녀와나무꾼,음식,음식점,한식,충청북도,청주시,"청주에서 미원방면으로 지방도를 따라 오시면 통나무기둥에 선녀와나무꾼 이라는 큼직한 이정표가 눈에 들어온다. 초가집과 정원에 널린 옹기, 연자방아, 지게, 농기구등 고향집을 찾은 듯 포근함을 준다. 더욱이 실내장식은 잊혀져가는 옛소품들로 꾸며져 있어 고풍스런 분위기를 내며, 자녀들의 학습효과도 높일 수 있다."
예향한정식,음식,음식점,한식,전라남도,나주시,"나주천 옆에 있는 건물이 150년된 기생집의 원형을 그대로 살린 전통 한옥으로 꾸며진 한정식 전문식당이다. 정갈하게 차려진 음식과 옛 정취를 그대로 담고 있는 식당 내부와 정원 등 외국인에게 홍보하기에 좋은 곳이라 할 수 있다. 홍어, 돼지고기, 묵잡채와 토화젓 등 나주 특유의 전통 음식으로 꾸며진 50여가지의 반찬과 요리가 준비되어 있으며 특히 직접 담근 3년된 묵은 김치의 맛이 일품이다. 주말에는 예약이 꼭 필요하며 식사후에는 우리 전통차를 즐길 수 있다."
제주회초밥,음식,음식점,일식,경상북도,영천시,"식당 밖 창문이 잘 가꾸어진 담쟁이 덩굴로 되어 있어 인상적인 생선회, 생선초밥 전문점이다. "
목향,음식,음식점,일식,경기도,평택시,평택 공설운동장 앞 신시가지에 새로 지은 깨끗하고 하얀 건물이 눈에 띄는데 이 건물 1층에 목향 일식당이 자리잡고 있다.
어나미,음식,음식점,일식,경기도,평택시,"어나미(구,어다리)는 서정동 송탄관광특구 내에 있는 일식 전문점이다. 송탄출장소 인근에 위치하였으며, 교보생명 건물 맞은편에 위치하였다."
광성가든,음식,음식점,한식,강원도,인제군,"강원도 인제에 위치한 광성가든은 숯불갈비, 생삼겹, 올갱이해장국을 전문으로 하고 있는 한식당이다."
용바위식당,음식,음식점,한식,강원도,인제군,"용바위식당은 황태건조의 원산지 진부령에서 처음으로 황태요리를 시작했다.  전국의 각 방송매체에서 그 맛을 인정하여 맛집으로 소개도 되었다.부부가 함께 30년 가까이 덕장에서 황태를 말려, 요리와 제품으로 선보이고 있다."
태능갈비,음식,음식점,한식,강원도,인제군,"강원도 인제군에 위치한 소갈비, 돼지갈비 전문점 태능갈비"
영동식당,음식,음식점,한식,강원도,인제군,"영동식당은 낙지전골과 찌개백반, 삼겹살, 해물탕 등 다양한 메뉴가 있는 한식당이다. "
산골짜기,음식,음식점,한식,전라남도,장성군,"미식가들이 가장 먹고싶어 하는 음식 중 하나가 꿩고기이다. 맛이 좋지만 재료를 구하기도 힘들고 요리하기가 어려워서 좀처럼 먹어볼 수 없는 요리 중 하나이다. 장성 홍길동마을 초입에 위치한 산골짜기의 주인 김병국, 김은희씨 부부는 개업 후 13년 동안 최고의 고기로 꼽히는 꿩고기의 참맛을 찾아내기 위해 갖은 노력을 해왔다. 그 결과 꿩샤브샤브가 탄생 했다. 직접 사육한 꿩을 잡아 꿩뼈를 팔팔 끓인 육수에 살짝 데쳐먹는 꿩샤브샤브의 맛을 본 사람들의 입소문으로 이곳은 장성의 새로운 명소가 되었다. 꿩고기 국물이 한껏 우러나면 거기에 국수나 떡살을 넣어 또다른 맛을 느낄 수 있다. 꿩육수로 만든 냉면과 메밀국수도 여름철에만 맛볼 수 있는 별미중의 별미. 가게 옆에서 꿩을 키우기 때문에 식사 전, 후에 꿩을 비롯한 새들의 사육과정을 직접 볼 수 있어 아이들에게 인기가 좋다."
청평산장,음식,음식점,한식,강원도,춘천시,"민박을 겸하고 있는 청평산장은 단체손님들을 위한 시설이 준비되어 있다. 회사의 야유회나 단체모임, MT 등 많은 인원을 수용할 수 있는 아늑한 까페와 노래방시설을 보유하고 있으며, 단체 야유회실도 있다. 또한 족구장과 간단한 운동을 할 수 있는 운동장이 준비되어 있고 24시간 편의점을 운영하고 있다."
대관령숯불회관,음식,음식점,한식,강원도,평창군,"대관령 고산지대의 한우고기와 청정한 동해바다에서 직송한 생태 및 도루묵 생선을 공급 받아 신선한 재료만을 사용하고, 야채와 된장은 주인이 직접 재배하고 담구는 등 정성이 가득한 토속적인 고급 음식점이다. 용평에 오는 스키 고객들과 봄, 여름, 가을에는 골프고객들이 많이 찾는다. 특히 겨울에는 일본인 스키관광객들에게도 인기 있는 곳으로 명성이 높다."
마띠유,음식,음식점,서양식,전라남도,여수시," 소라면 사곡리 여자만이 내려다보이는 언덕바지에 유럽풍 건축물이 하나 있다. 마당에는 여러 가지 국화가 피어 있었는데, 봄이나 여름에는 그야말로 '꽃대궐'을 이룬다고 한다. 이곳은 프랑스어로 '신이 주신 선물'이란 뜻을 담고 있는 마띠유(Mathieu)다. 정원은 물론 실내에서도 여자만이 보이고, 하루에 두 번씩 바닷길이 열리는 무인도 북개도가 손에 잡힐 듯 가깝다. 실내는 복층으로 되어 있는데 앤티크한 분위기가 물씬 풍긴다. 이곳은 카페와 레스토랑을 겸하고 있어 차만 마시러 오는 손님도 많다.  "
고려정,음식,음식점,한식,부산,해운대구,부산 해운대 그랜드호텔 옆 오션타워 3층에 있는 고려정은 귀한 사람과의 만남에 어울리는 격조 높은 분위기에 10년 전통의 노하우로 한국 음식을 준비하고 있다. 음식점이 있는 오션타워 주출입구에 높이차이가 없고 장애인전용주차구역도 있어서 이용하기에 좋다. 하지만 해운대를 내려다보면서 식사할 수 있는 곳은 방으로 되어 있어 휠체어 사용자는 이용이 어렵다.
미스터 푸,음식,음식점,서양식,전라남도,여수시,"여수 신기동 흥국체육관 건너편 신협 2층에 자리한 미스터 푸는 2003년에 개업한 음식점으로, 젊은이들을 대상으로 한 발랄한 취향이 돋보인다. 문을 열고 들어서면 최신 발라드 음악이 흐르는 가운데 테이블마다 각기 다른 소파와 색색의 커버가 눈길을 끈다. 패밀리 레스토랑답게 어린이용 의자도 준비되어 있고, 어린이들 눈높이에 맞춘 메뉴판이나 인테리어 소품들이 눈길을 끈다. 여기에 어린이들이 놀 수 있는 방을 만들어 부모들이 안심하고 식사할 수 있도록 배려하였다. 이는 모두 지난 10월에 새로 인수한 송기주 사장의 아이디어다. 송 사장은 서울에서 돈가스를 만들어 마트에 납품하는 회사(미트뱅크)에 다녔다. 덕분에 고기를 보는 눈이 탁월하고 돈가스를 맛있게 만드는 비법에도 훤하다. 돈가스는 재료로 사용한 고기가 중요한데, 생고기로 만들면 부드럽고, 냉동고기로 만들면 딱딱하다. 여기에 사용하는 소스도 직접 만드는데 여덟 가지 과일과 채소로 만든다. 매콤한 것과 순한 것은 손님이 주문하는 대로 구분해 상에 올린다. 스테이크나 돈가스, 각종 볶음밥, 스파게티 등 메뉴가 다양한데 맛은 기본이고 예술성까지 가미해 손님상에 올린다. 모든 음식은 주문 후 고기를 다져서 만들기 때문에 시간이 10분 남짓 걸린다. 이 시간에 손님들은 샐러드 바를 이용한다. 샐러드 바엔 10가지가 넘는 채소가 준비되어 있어 본 메뉴를 주문한 사람이면 누구나 즐길 수 있도록 하였다. 이 집에서 사용하는 쇠고기는 호주산이고 돼지고기는 국산인데, 미트뱅크에서 주문한다. 닭고기는 하림에서 구해온다."
