걷는길 명칭,코스명,지역1,난이도,상세거리(km),소요시간(시),소개
수타사 산소길,수타사 산소길,강원 홍천군,쉬움,6,1.5,"수타사 인근 수타계곡이 흐르면서 바위아래로 떨어지는 계곡물로 인하여 생긴 용담은 물속아래 바위굴이 있어 그 굴이 수타사 아래까지 연결되어 있고 그 굴은 용이 살고 있는 거처로 용의 꼬리가 수타사 대웅전 아래까지 미쳐있다고 전해지고 있으며 이무기가 용이 되어 승천했다는 전설이 전해져 내려오고 있다. 신라의 원효대사가 창건한 것으로 전해지는 천년고찰인 수타사는 영서지방의 사찰 중 가장 오래된 사찰이며 보물 745-5호로 지정된 월인석보가 소장되어 있는 곳이다. 수타사 주변으로는 공작산을 배경으로 한 공작산 생태숲이 조성되어 있어 자연생태, 문화, 역사를 체험할수 있는 곳이다. 2012년에 놓은 굉소출렁다리가 새로운 명물로 각광받고 있다."
인천둘레길,08코스(동막교 ~ 문학산),인천 남동구,어려움,9.58,4,"흰뺨 검둥오리와 왜가리가 찾아오는 승기천변의 산책로를 통하여 원인재에 이르고 다시 문학산으로 연결되는 코스다. 미추홀에 나라를 세우려던 비류백제의 이야기와 고려시대 인천의 역사 그리고, 월드컵16강 진출의 환호성까지 인천 역사의 발자취가 숨 쉬는길이다. 문학산 북사면의 둘레길과 정상을 통과하여 남아있는 문학산성의 성벽을 직접 만져 볼 수도 있는 능선길이 공존하는 곳이기도 하다."
쇠둘레 평화누리길,01코스 한여울길(한탄강레저도로),강원 철원군,보통,11,3,"평화 누리길 01코스 한여울길 (한탄강 레저도로) . 한탄강의 자연경관을 체험할 수 있는 명품 레저도로로 자전거와 보행자가 함께 할 수 있는 곳 입니다. 근대문화유적지인 승일교를 지나 우리군의 대표 관광지인 고석정 관광지를 지납니다. 지나는 곳곳에서 한탄강의 멋진 절경을 감상할 수 있으며, 특히 송대소 부근의 전망대에선 한탄강의 주상절리를 잘 볼 수 있습니다. 또한 태봉대교의 번지점프 현장, 직탕폭포의 웅장한 모습등을 감사할 수 있는 코스 입니다. *한탄강이 얼음이 가장 두껍게 어는 추운 겨울에는 ""철원 한탄강얼음트래킹 축제""가 열린다. 축제가 열리는 기간에는 한탄강현무암협곡을 거닐며 협곡의 아름다운 주상절리를 가까이에서 감상할 수 있다."
세종 유성 바램길,세종 유성 바램길,대전 유성구,쉬움,16,5,"""세종~유성 바램길""은 옛길을 복원하거나 걷기 좋은 도보길을 개발하는 물리적인 개념의 접근이 아닌, 길을 걷는 사람들의 희망과 소망이 이루어지는 길이다. 이 기원과 성취의 중심에 있는 것이 선녀바위이다. 선녀바위에 간절한 바람을 비는 사람들의 소원이 이루어지고, 소원을 성취한 사람들이 다시 그 길을 찾도록 만드는 자연스러운 상호작용을 유도하는 관광콘텐츠라 할 수 있다. 365일 24시간 개방되어 많은 관광객들이 찾는 명소인 유성온천 족욕체험장에서 반석천으로 접어들어 도시-농촌-산길에 이르러 세종시 접결지까지 이르는 코스이다."
인천둘레길,07코스(소래포구 ~ 동막교),인천 남동구,보통,9.09,3,갯벌을 매립한 남동구와 연수구의 해안선 길이다. 과거 구불구불한 해안선은 직선화되면서 사라졌지만 그래도 바다와 갯벌을 볼 수 있는 코스다. 공단을 지나는 길이 다소 지루할 수 있으나 평지 길이어서 걷기 쉽다. 중간의 늪지에 금개구리 서식지가 있고 자생하는 중국굴피나무를 만날 수 있고 무성한 갈대밭을 지나게 된다. 남동유수지에서 도심 한복판에서 만나는 저어새가 반가운코스이기도하다.
물소리길,02코스,경기 양평군,보통,16.4,5,"물소리길은 자연을 사랑하는 도보여행객들을 위한 길입니다. 다정하게 속삭이는 포근함이 그리울 땐 언제든지 물 맑은 양평을 찾아 남한강과 북한강변을 아늑하게 감돌아 흐르듯 산책하는 여유를 즐기세요. 물소리길은 우리나라의 대표적인 도보여행길인 제주올레와 협력하여 탄생하였으며, 남녀노소 누구나 걸을 수 있고, 자연과 문화를 이해하며 걷는 길입니다. 자연경관이 잘 보전된 야트막한 산과 완만한 땅이 선물하는 풍경을 만나면 고향같은 동네를 지나는 사람 모두 정단운 얼굴로 눈인사 나누게 됩니다. 이 길을 걸으며 양평의 물처럼 맑은 삶의 행복을 느껴 보세요."
인천둘레길,06코스(인천대공원 ~ 소래포구),인천 남동구,보통,10.6,4,인천의 하천과 갯벌이 있는 포구를 함께 만날 수 있는 길이다. 생태가 살아나는 하천인 장수천을 지나면 소래습지생태공원이 나온다. 전통적인 방법으로 소금을 만드는 천일염전을 경험할 수 있고 재래식 소금창고와 각종 염생식물을 만날 수 있는 코스다. 소래시장의 풍부한 해산물과 갯냄새 물씬 풍기는 포구 구경도 기억할 만한 추억거리가 된다
인천둘레길,05코스(만월산 ~ 인천대공원),인천 부평구,보통,9.8,5,"인천에서 도롱뇽이 가장 많이 서식하는 만삼이네 마을을 지난다. 제철에는 도롱뇽의 모습을 관찰할 수 있다. 별고개와 무너미고개의 전설로 과거 이 지역이 서울에서 인천 앞바다를 연결하여 주요 교통로였음을 알 수 있다. 5코스는 인천둘레길 5코스는 간석3동에 위치한 약사사에서 시작해 향촌마을 뒷길, 만월산 터널입구, 만수산 도룡뇽마을을 지나 불로약수터, 수현부락길, 인천수목원을 거쳐 인천대공원 정문 앞에서 끝나는 여정이다.길이 험하지 않고 평탄해서 누구나 가벼운 마음으로 걸을 수 있다."
고양누리길,고양행주 누리길,경기 고양시 덕양구,보통,11.9,3.5,"3호선 지하철 원당역에서 한강변 행주산성에 이르는 누리길로 임진왜란 3대첩의 한곳인 행주산성의 역사적 중요성으로 행주누리길이라 부르고 있다.숲길과 물길, 도시와 농촌이 이어지는 아름답고 긴 길이다. 성라공원 숲을 넘어 성사천 물길을 따라가면 행주산성과 만난다. 고양에서 가장 오래된 다리인 강매석교를 볼 수 있다. 11.9km에 이르는 다소 긴 길이지만 행주산성에 담긴 역사이야기까지 고루 담아볼 수 있는 길이다. 성사천 변에 새롭게 조성된 배다골테마파크의 오래된 연못에는 연꽃군락과 맹꽁이 집단서식지가 있다."
인천둘레길,14코스(북성부두 ~ 화도진공원),인천 중구,어려움,8.6,4,"어선들이 빽빽이 들어차 성사를 이루었던 인천의 옛 부두를 들르는 코스로, 이색적인 풍경과 어민들의 삶의 모습ㅂ을 들여다 볼 수 있다. 동화 ‘괭이부리말 아이들’로 유명한 만석동 달동네에선 과거 피난민들의 희로애락을 느낄 수 있다."
태화강 100리길,01코스,울산 남구,보통,15,5,"죽음의 강에서 생명의 강으로 되살아난 울산 태화강 !? 전국 최고의 자긍심을 느끼게 만드는 생태, 역사, 문화, 관광의 보고인 태화강을 중심으로 강의 종점 이자 동해의 접점에서 시작하여 발원지의 원류를 찾아가는 과정을 통해 강 주변의 다양한 역사?문화?생태 보고의 이해와 생명의 강으로 되살리기 위해 시민과 행정의 열정적인 노력과 정책개발 등 다양한 교훈을 시민과 관광객이 체험하고 피부로 느낄 수 있는 관광과 학습공간의 기능을 갖추고 있는 길이다."
모악산 마실길,김제구간 01코스,전북 김제시,보통,21.3,6,"모악산 도립공원의 풍부한 관광지를 등산하며 경험하고 잘가꾸어진 숲길과 편의시설 다양한 종교시설을 관광할 수있있다 특히 금산사는 국보 63호로 매년 수많은 관광객이 찾아오는 절이다 그외에도 동곡약방, 수류 천주교회, 금산교회등 다양한 종교시설 과 문화재를 관광할수 있는 볼거리 많고 자연경관이 수려한 등산로 이다"
인천둘레길,13코스 월미산,인천 중구,보통,4.8,2,"과거 군사적 요충지로서 외세 침탈의 상흔을 안고 있는 월미도를 도는 코스다. 한국전쟁 후 50년 동안 군부대에 의해 보존되던 월미산을 개방하여 만들어진 월미공원과 가족, 연인들의 문화공간으로 자리 잡은 월미테마파크를 지난다."
인천둘레길,12코스(동인천역 ~ 자유공원),인천 중구,보통,5,2,#NAME?
강원도자연환경연구공원 생태문화탐방로,구절산코스,강원 홍천군,보통,13.4,7,"대룡저수지, 구절산과 연엽산 일원에 조성된 강원도자연환경연구공원 생태문화탐방로 주변에는 멸종위기식물물들과 나비, 잠자리 등 곤충을 관찰할수있는 관찰지가 조성 되어있고, 자연터널길부터 시작되는 구절산 탐방로는 산지습지와 감투바위 등 자연이 만든 볼거리가 다양하다. 구절산 트래킹로를 따라서는 맑은 계곡물이 장관을 이루며 흐르고 있어 자연생태와 문화를 동시에 만끽 할 수 있는 탐방로이다."
인천둘레길,11코스(옛 전도관 ~ 수도국산),인천 중구,어려움,5.2,2,"-골목길과 달동네를 추억하며 걷는 길 재개발에 밀려 사라져가는 골목길의 옛 모습을 고스란히 간직하고 있는 코스다, 예술인들이 주민들과 공동체를 형성하여 다양한 문화활동을 펼치는 우각로 문화마을, 추억을 담은 배다리 헌책방거리, 옛 달동네 풍경을 그대로 재현한 수도국산 달동네 박물관 등이 유명하다,"
용인너울길,01코스 광교산 너울길,경기 용인시 수지구,보통,10.8,3.5,조광조 묘역을 출발하여 산능선 숲길을 따라 걷다보면 이름모를 새소리가 들린다. 한참을 걷다보면 천년약수터가 나오고 약수한잔을 마시며 잠시 휴식을 취할 수 있다. 주변에는 가벼운 운동을 할수 있는 운동기구가 설치되어 있다.다시 산길을 따라 걷다보면 보물인 서봉사지 현오국사탑비를 만나 역사의 숨길을 느끼며 주변을 감상할 수 있다.마지막에는 시원한 계곡물 소리를 들으며 천주교 성지인 손골성지로 하산 할 수 있다
인천둘레길,10코스(송도해안로 ~ 도원역),인천 서구,보통,11.3,4,"빼어난 풍광을 자랑하며, 인천에서 유일하게 옛날 해안선 그대로를 간직하고 있는 이암도를 지니는 코스다. 용현갯골에선 멸종위기종인 검은머리갈매기를 볼 수 있다. 자연과 사람, 생태적인 것과 인공적인 것, 원도심과 신도심이 만나 소통하는 길이다."
인천둘레길,04코스(함봉산 ~ 십정공원),인천 부평구,어려움,7.01,4,산길을 걷고 작은 마을을 지나면 다시 산자락을 걷게 하는 길이다 함봉산은 호랑이가 우는 산이라는 뜻이다 다른 이름으로는 호봉산이라고 한다 옛날 이 산이 얼마나 울창했었는지를 알 수 있다 부평구에서 만들어 놓은 비타민길도 만날 수 있다.
용인너울길,03코스 구봉산 너울길,경기 용인시 처인구,보통,12,4,연미향 마을을 출발 마을 안길을 따라 가다 산행을 시작하면 이름모를 새소리가 들린다. 너울길 인근에 둥지박물관이 있어 옛추억을 회상해 보는 것도 좋다.구봉산 능선을 산행하다 보면 소나무 군락지가 있어 잠시 사색의 시간을 가질 수 있다. 반계 유형원 선생묘를 참배 후 MBC드라마 주차장으로 하산한다. 잠시 시간적 여유가 생긴다면 MBC드라마 세트장을 구경하는 것도 유익하다.
인천둘레길,03코스 원적산,인천 서구,보통,9.07,3.5,원적산은 부평구와 서구의 경계가 되는 산이므로 이 코스에서는 서구의 변화된 모습과 부평의 변화된 모습을 한 눈에 볼 수 있다. 숲길을 따라 걷다보면 나비를 주제로 한 도심 속 생태공원을 만나게 된다. 나비공원 안에 카페가 있어 잠시 차 한 잔 하며 쉬어 갈수도 있다. 인천둘레길 3코스는 생태공원인 나비공원을 기점으로 하는 원점순환코스이다. 코스를 진행하다보면 의자와 데크가 쉬어갈 수 있게 도와준다.
인천둘레길,02코스 천마산,인천 서구,보통,7.75,3,"숲 속 오솔길의 고즈넉함과 능선을 타고 시원함을 함께 느낄 수 있는 코스이며, 능선을 타고 오르면 청라지구와 영종대교, 강화도 마니산까지 보이는 전망이 좋은 곳이다."
용인너울길,02코스 성지순례 너울길,경기 용인시 처인구,보통,19.4,6.5,양지면 송문교에서 출발하여 마을길을 따라 걷기시작한다. 천주교 성지인 은이성지를 지나 마을위 계곡 끝부분에서 산행을 시작 산능선 숲길을 따라 걷다보면 이름모를 새소리가 들린다. 해곡동 및 호동 마을 안길을 통과하여 다시 산행의 길로 접어든다. 미리내 성지와 연결되는 애덕고개에서 좌회전하여 청정학일마을에 도착할 수 있다.
